Label,X,Y,Z
clock,15.353412064280617,0.31054415631183474,2.237105968920387
clock,14.912607825641619,2.436514882004225,1.7848113914075565
stop sign,15.186427613175841,8.919366963469058,1.937705449097252
stop sign,13.82744706001976,7.365038658502166,1.26778760614356
umbrella,19.763585302150815,6.183451867476548,1.893605729924042
umbrella,24.70758623736205,4.408908029100151,2.4023708077692616
umbrella,19.818704961246233,-4.361252614292147,1.3721888100150337
